time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-11 00:00:00+00:00,4,2,125,22
2023-11-12 00:00:00+00:00,14,12,506,105
2023-11-13 00:00:00+00:00,216,37,1442,247
2023-11-14 00:00:00+00:00,42,31,1341,259
2023-11-15 00:00:00+00:00,34,29,1674,238
2023-11-16 00:00:00+00:00,35,21,1831,238
2023-11-17 00:00:00+00:00,24,20,1419,242
2023-11-18 00:00:00+00:00,13,13,785,105
2023-11-19 00:00:00+00:00,18,12,587,99
2023-11-20 00:00:00+00:00,145,32,1501,230
2023-11-21 00:00:00+00:00,32,23,1360,255
2023-11-22 00:00:00+00:00,61,28,1548,214
2023-11-23 00:00:00+00:00,30,25,1517,228
2023-11-24 00:00:00+00:00,20,15,2210,226
2023-11-25 00:00:00+00:00,14,13,381,87
