time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-26 00:00:00+00:00,1,1,98,24
2024-06-27 00:00:00+00:00,9,9,914,208
2024-06-28 00:00:00+00:00,19,19,925,181
2024-06-29 00:00:00+00:00,17,8,316,111
2024-06-30 00:00:00+00:00,4,4,465,96
2024-07-01 00:00:00+00:00,17,15,1008,191
2024-07-02 00:00:00+00:00,15,7,843,188
2024-07-03 00:00:00+00:00,11,8,1071,198
2024-07-04 00:00:00+00:00,8,8,947,187
2024-07-05 00:00:00+00:00,14,11,1167,232
2024-07-06 00:00:00+00:00,5,5,352,94
2024-07-07 00:00:00+00:00,7,7,201,77
2024-07-08 00:00:00+00:00,17,14,978,179
2024-07-09 00:00:00+00:00,10,7,868,182
2024-07-10 00:00:00+00:00,10,9,942,176
