referrer,views_total,views_unique
github.com,2862,684
apitable.com,1008,316
Google,1007,310
Baidu,355,115
cn.bing.com,241,64
link.zhihu.com,215,76
news.ycombinator.com,106,89
Bing,103,20
apitable.maihh.net,68,2
gitee.com,62,14
