url_path,views_total,views_unique
/apitable/apitable,2035,1245
/apitable/apitable/blob/develop/docs/readme/zh-CN/README.md,432,232
/apitable/apitable/issues,281,108
/apitable/apitable/blob/develop/docs/contribute/developer-guide.md,115,74
/apitable/apitable/releases,106,42
/apitable/apitable/tree/develop,100,65
/apitable/apitable/issues/1754,84,79
/apitable/apitable/blob/develop/docs/readme/zh-CN/docs/contribute/developer-guide.md,75,49
/apitable/apitable/tree/develop/packages,67,45
/apitable/apitable/tree/develop/backend-server,51,43
