referrer,views_total,views_unique
github.com,4484,757
link.juejin.cn,3576,466
Google,2472,458
apitable.com,1554,298
link.zhihu.com,459,105
Baidu,416,133
Bing,281,28
cn.bing.com,227,52
oschina.net,78,44
link.csdn.net,76,19
