referrer,views_total,views_unique
github.com,1506,312
Google,1243,433
aitable.ai,473,97
cn.bing.com,203,39
link.juejin.cn,203,33
Baidu,153,38
Bing,86,32
nocobase.com,79,43
cn.v2ex.com,43,4
yandex.ru,36,9
