referrer,views_total,views_unique
github.com,2035,433
Google,1357,497
link.juejin.cn,601,47
aitable.ai,568,111
Baidu,278,53
cn.bing.com,160,38
Bing,129,28
youtube.com,118,59
link.zhihu.com,97,30
yandex.ru,89,23
