referrer,views_total,views_unique
Google,1048,406
github.com,777,243
aitable.ai,242,82
Baidu,187,47
link.juejin.cn,127,37
cn.bing.com,110,29
nocobase.com,101,60
Bing,86,31
yandex.ru,52,7
youtube.com,44,19
