time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-03 00:00:00+00:00,,,32,19
2024-03-04 00:00:00+00:00,51.0,31.0,1478,257
2024-03-05 00:00:00+00:00,32.0,26.0,1978,270
2024-03-06 00:00:00+00:00,21.0,19.0,1222,216
2024-03-07 00:00:00+00:00,22.0,18.0,1104,207
2024-03-08 00:00:00+00:00,23.0,22.0,1160,207
2024-03-09 00:00:00+00:00,8.0,8.0,683,83
2024-03-10 00:00:00+00:00,21.0,19.0,845,84
2024-03-11 00:00:00+00:00,107.0,28.0,1677,246
2024-03-12 00:00:00+00:00,79.0,29.0,2409,323
2024-03-13 00:00:00+00:00,27.0,24.0,1331,254
2024-03-14 00:00:00+00:00,34.0,26.0,1014,232
2024-03-15 00:00:00+00:00,36.0,29.0,2301,398
2024-03-16 00:00:00+00:00,29.0,27.0,1919,481
2024-03-17 00:00:00+00:00,18.0,16.0,671,216
