referrer,views_total,views_unique
github.com,1562,279
Google,662,246
aitable.ai,219,82
link.juejin.cn,186,30
cn.bing.com,68,17
link.zhihu.com,53,18
Bing,49,20
gitee.com,35,6
help.aitable.ai,21,15
libhunt.com,20,3
