referrer,views_total,views_unique
github.com,3649,481
Google,1867,435
link.juejin.cn,579,75
aitable.ai,548,161
v2ex.com,211,90
Baidu,179,51
help.aitable.ai,164,32
cn.bing.com,111,31
Bing,71,32
link.zhihu.com,54,22
