referrer,views_total,views_unique
github.com,4966,1318
apitable.com,1776,499
Google,1587,361
Baidu,204,60
link.zhihu.com,179,67
link.csdn.net,175,25
cn.bing.com,88,28
gitee.com,86,13
Bing,69,17
help.apitable.com,62,27
