url_path,views_total,views_unique
/apitable/apitable,7191,3130
/apitable/apitable/issues,2232,416
/apitable/apitable/blob/develop/docs/readme/zh-CN/README.md,1888,881
/apitable/apitable/pulls,583,135
/apitable/apitable/blob/develop/docs/contribute/developer-guide.md,438,243
/apitable/apitable/blob/develop/docs/readme/zh-CN/docs/contribute/developer-guide.md,377,208
/apitable/apitable/releases,317,174
/apitable/apitable/tree/develop/packages,287,153
/apitable/apitable/tree/develop/backend-server,280,164
/apitable/apitable/search,256,98
