time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-11 00:00:00+00:00,1,1,89,45
2023-06-12 00:00:00+00:00,218,48,2556,400
2023-06-13 00:00:00+00:00,145,51,2098,409
2023-06-14 00:00:00+00:00,80,42,1881,370
2023-06-15 00:00:00+00:00,55,44,2791,426
2023-06-16 00:00:00+00:00,53,38,2378,349
2023-06-17 00:00:00+00:00,27,15,877,206
2023-06-18 00:00:00+00:00,12,12,987,143
2023-06-19 00:00:00+00:00,173,34,1871,294
2023-06-20 00:00:00+00:00,91,46,2408,451
2023-06-21 00:00:00+00:00,39,30,1799,312
2023-06-22 00:00:00+00:00,18,14,616,144
2023-06-23 00:00:00+00:00,27,20,755,190
2023-06-24 00:00:00+00:00,34,23,563,126
2023-06-25 00:00:00+00:00,52,38,2012,347
