referrer,views_total,views_unique
github.com,1444,308
Google,1230,441
aitable.ai,304,79
link.juejin.cn,167,34
cn.bing.com,157,38
Baidu,144,39
Bing,116,34
nocobase.com,72,42
cn.v2ex.com,51,6
link.zhihu.com,40,15
