referrer,views_total,views_unique
Google,2015,447
github.com,1866,352
aitable.ai,921,89
link.juejin.cn,360,45
Bing,192,42
Baidu,165,45
cn.bing.com,153,32
link.zhihu.com,48,11
youtube.com,43,29
nocobase.com,39,23
