referrer,views_total,views_unique
github.com,2156,318
Google,1799,411
aitable.ai,923,76
link.juejin.cn,360,38
Bing,210,41
Baidu,160,43
cn.bing.com,128,25
link.zhihu.com,44,10
youtube.com,42,27
nocobase.com,41,25
