referrer,views_total,views_unique
github.com,2957,533
Google,1480,445
apitable.com,1174,258
link.juejin.cn,936,84
cn.bing.com,326,45
Baidu,288,40
link.zhihu.com,172,47
Bing,111,38
help.apitable.com,50,16
link.csdn.net,46,17
