referrer,views_total,views_unique
github.com,3439,483
Google,1616,416
aitable.ai,599,148
link.juejin.cn,481,60
v2ex.com,212,90
link.zhihu.com,167,20
cn.bing.com,156,19
help.aitable.ai,139,27
link.csdn.net,113,8
Bing,91,36
