time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-15 00:00:00+00:00,2,1,141,37
2024-04-16 00:00:00+00:00,27,22,1361,246
2024-04-17 00:00:00+00:00,80,33,1363,250
2024-04-18 00:00:00+00:00,39,32,1403,233
2024-04-19 00:00:00+00:00,25,24,1072,221
2024-04-20 00:00:00+00:00,15,14,522,116
2024-04-21 00:00:00+00:00,12,11,473,101
2024-04-22 00:00:00+00:00,24,21,1119,250
2024-04-23 00:00:00+00:00,22,19,1801,226
2024-04-24 00:00:00+00:00,27,25,1428,251
2024-04-25 00:00:00+00:00,23,22,1092,254
2024-04-26 00:00:00+00:00,17,15,760,187
2024-04-27 00:00:00+00:00,15,15,620,132
2024-04-28 00:00:00+00:00,19,18,963,186
2024-04-29 00:00:00+00:00,23,20,715,157
