referrer,views_total,views_unique
github.com,3207,517
Google,2019,383
aitable.ai,956,98
link.juejin.cn,619,82
Baidu,240,57
cn.bing.com,230,50
link.zhihu.com,172,32
Bing,144,32
help.aitable.ai,64,11
news.ycombinator.com,62,11
