time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-19 00:00:00+00:00,3,3,77,20
2024-06-20 00:00:00+00:00,44,30,1398,246
2024-06-21 00:00:00+00:00,41,26,1075,233
2024-06-22 00:00:00+00:00,9,9,1124,188
2024-06-23 00:00:00+00:00,12,9,662,133
2024-06-24 00:00:00+00:00,16,10,978,209
2024-06-25 00:00:00+00:00,12,12,1107,227
2024-06-26 00:00:00+00:00,14,11,1058,220
2024-06-27 00:00:00+00:00,9,9,914,208
2024-06-28 00:00:00+00:00,19,19,925,181
2024-06-29 00:00:00+00:00,17,8,316,111
2024-06-30 00:00:00+00:00,4,4,465,96
2024-07-01 00:00:00+00:00,17,15,1008,191
2024-07-02 00:00:00+00:00,15,7,843,188
2024-07-03 00:00:00+00:00,10,7,905,159
