referrer,views_total,views_unique
github.com,2932,597
Google,2219,433
link.juejin.cn,916,78
apitable.com,611,134
aitable.ai,590,91
Bing,365,26
cn.bing.com,271,51
link.zhihu.com,233,55
link.csdn.net,91,11
Baidu,64,16
