referrer,views_total,views_unique
github.com,3673,776
Google,1743,404
apitable.com,1366,445
Baidu,584,203
cn.bing.com,315,54
link.zhihu.com,262,88
gitee.com,193,32
t.co,99,40
Bing,90,25
help.apitable.com,84,17
