referrer,views_total,views_unique
Google,1663,409
github.com,1206,260
link.juejin.cn,286,36
aitable.ai,226,72
nocobase.com,168,64
cn.bing.com,167,35
Baidu,153,51
Bing,85,30
yandex.ru,75,13
DuckDuckGo,52,13
