referrer,views_total,views_unique
github.com,3759,658
Google,2738,626
link.juejin.cn,996,99
aitable.ai,778,119
Bing,405,39
cn.bing.com,334,78
link.zhihu.com,314,55
help.aitable.ai,86,21
Baidu,84,15
link.csdn.net,76,12
