referrer,views_total,views_unique
github.com,3995,494
Google,1823,446
aitable.ai,627,157
link.juejin.cn,565,70
v2ex.com,215,91
help.aitable.ai,181,37
Baidu,178,49
link.zhihu.com,177,27
cn.bing.com,126,28
aigc.sankuai.com,43,1
