referrer,views_total,views_unique
github.com,2718,648
Google,1363,338
apitable.com,1001,282
Baidu,260,87
link.zhihu.com,213,67
gitee.com,117,20
cn.bing.com,107,49
Bing,98,17
link.csdn.net,55,18
githubs.cn,46,2
