referrer,views_total,views_unique
github.com,2000,353
Google,1267,337
aitable.ai,435,81
cn.bing.com,224,34
Bing,169,27
Baidu,167,40
link.juejin.cn,133,42
youtube.com,94,36
gitpod.io,74,6
link.zhihu.com,51,20
