referrer,views_total,views_unique
github.com,4515,712
link.juejin.cn,3807,497
Google,2594,468
apitable.com,1470,296
link.zhihu.com,450,93
Baidu,375,125
cn.bing.com,218,51
Bing,127,29
oschina.net,91,51
link.csdn.net,62,17
