referrer,views_total,views_unique
github.com,2341,445
Google,1637,485
link.juejin.cn,620,48
aitable.ai,445,104
Baidu,291,47
youtube.com,194,73
cn.bing.com,174,52
link.zhihu.com,145,28
Bing,126,43
yandex.ru,112,23
