referrer,views_total,views_unique
github.com,4090,694
Google,1991,400
apitable.com,1231,240
link.juejin.cn,1127,160
Baidu,347,92
link.zhihu.com,182,40
cn.bing.com,163,48
Bing,145,38
oschina.net,120,37
yandex.ru,62,5
