referrer,views_total,views_unique
github.com,2848,654
Google,1192,362
apitable.com,1034,275
link.zhihu.com,187,65
Baidu,160,50
Bing,151,17
cn.bing.com,127,51
news.ycombinator.com,113,96
link.csdn.net,83,23
gitee.com,64,19
