referrer,views_total,views_unique
github.com,2427,463
Google,1464,524
link.juejin.cn,593,41
aitable.ai,478,111
Baidu,277,48
youtube.com,172,63
cn.bing.com,165,45
Bing,163,41
link.zhihu.com,145,29
yandex.ru,116,25
