referrer,views_total,views_unique
github.com,2535,680
Google,1382,337
apitable.com,899,264
Baidu,462,126
link.zhihu.com,234,76
cn.bing.com,140,53
gitee.com,116,18
link.csdn.net,88,26
Bing,48,18
githubs.cn,46,2
