referrer,views_total,views_unique
github.com,1789,399
Google,1635,392
aitable.ai,317,76
link.juejin.cn,317,37
v2ex.com,252,122
Baidu,204,42
cn.bing.com,127,29
Bing,77,33
link.zhihu.com,72,22
youtube.com,65,32
