referrer,views_total,views_unique
github.com,2703,693
Google,976,313
apitable.com,958,306
Baidu,276,97
cn.bing.com,261,69
link.zhihu.com,213,72
news.ycombinator.com,107,90
Bing,104,20
link.csdn.net,75,25
apitable.maihh.net,68,2
