time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-05 00:00:00+00:00,,,79,31
2023-09-06 00:00:00+00:00,55.0,36.0,2117,350
2023-09-07 00:00:00+00:00,29.0,20.0,1792,323
2023-09-08 00:00:00+00:00,41.0,27.0,2022,308
2023-09-09 00:00:00+00:00,28.0,19.0,586,156
2023-09-10 00:00:00+00:00,20.0,17.0,816,164
2023-09-11 00:00:00+00:00,133.0,37.0,1794,344
2023-09-12 00:00:00+00:00,49.0,37.0,3119,369
2023-09-13 00:00:00+00:00,41.0,34.0,1896,318
2023-09-14 00:00:00+00:00,52.0,29.0,1737,326
2023-09-15 00:00:00+00:00,48.0,37.0,2442,305
2023-09-16 00:00:00+00:00,19.0,16.0,686,137
2023-09-17 00:00:00+00:00,19.0,18.0,687,128
2023-09-18 00:00:00+00:00,233.0,51.0,2498,346
2023-09-19 00:00:00+00:00,67.0,32.0,2141,282
