referrer,views_total,views_unique
github.com,3209,628
Google,2354,478
link.juejin.cn,953,81
aitable.ai,625,100
apitable.com,586,128
Bing,368,27
link.zhihu.com,277,60
cn.bing.com,239,52
link.csdn.net,92,11
help.aitable.ai,60,12
