referrer,views_total,views_unique
github.com,1881,422
Google,1240,379
cn.bing.com,372,57
link.juejin.cn,322,63
Bing,301,34
aitable.ai,286,97
Baidu,255,59
youtube.com,146,66
dev.to,109,65
link.zhihu.com,103,25
