referrer,views_total,views_unique
github.com,2315,467
Google,1424,468
news.ycombinator.com,544,36
aitable.ai,511,123
link.juejin.cn,396,48
Bing,307,72
Baidu,297,90
yandex.ru,126,16
cn.bing.com,73,24
help.aitable.ai,52,18
