referrer,views_total,views_unique
github.com,3173,581
Google,2168,410
link.juejin.cn,736,81
aitable.ai,377,118
link.zhihu.com,239,47
atlas.scoutflo.com,129,38
cn.bing.com,98,39
Bing,63,15
apitable.com,43,7
grep.app,43,2
