time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-23 00:00:00+00:00,4,4,58,23
2023-01-24 00:00:00+00:00,12052,18,539,121
2023-01-25 00:00:00+00:00,42,10,513,97
2023-01-26 00:00:00+00:00,2,2,411,120
2023-01-27 00:00:00+00:00,46,11,587,130
2023-01-28 00:00:00+00:00,403,25,1023,123
2023-01-29 00:00:00+00:00,432,29,1415,142
2023-01-30 00:00:00+00:00,323,46,1529,192
2023-01-31 00:00:00+00:00,1562,271,26010,4946
2023-02-01 00:00:00+00:00,1153,218,11518,3018
2023-02-02 00:00:00+00:00,1196,208,17095,6316
2023-02-03 00:00:00+00:00,694,160,9652,3089
2023-02-04 00:00:00+00:00,279,85,3249,919
2023-02-05 00:00:00+00:00,182,61,2084,663
2023-02-06 00:00:00+00:00,791,114,5053,1368
