time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-03 00:00:00+00:00,2,2,75,33
2023-09-04 00:00:00+00:00,200,51,2897,334
2023-09-05 00:00:00+00:00,61,34,2819,329
2023-09-06 00:00:00+00:00,55,36,2117,350
2023-09-07 00:00:00+00:00,29,20,1792,323
2023-09-08 00:00:00+00:00,41,27,2022,308
2023-09-09 00:00:00+00:00,28,19,586,156
2023-09-10 00:00:00+00:00,20,17,816,164
2023-09-11 00:00:00+00:00,133,37,1794,344
2023-09-12 00:00:00+00:00,49,37,3119,369
2023-09-13 00:00:00+00:00,41,34,1896,318
2023-09-14 00:00:00+00:00,52,29,1737,326
2023-09-15 00:00:00+00:00,48,37,2442,305
2023-09-16 00:00:00+00:00,19,16,686,137
2023-09-17 00:00:00+00:00,14,13,492,90
