referrer,views_total,views_unique
github.com,1911,385
Google,1313,363
aitable.ai,410,90
cn.bing.com,314,50
link.juejin.cn,218,52
Bing,214,32
Baidu,203,56
youtube.com,137,47
link.zhihu.com,85,22
gitpod.io,67,4
