referrer,views_total,views_unique
github.com,2511,684
Google,1311,349
apitable.com,906,281
Baidu,492,145
link.zhihu.com,232,77
cn.bing.com,142,42
link.csdn.net,87,22
medevel.com,80,14
gitee.com,80,12
githubs.cn,46,2
