referrer,views_total,views_unique
github.com,3235,532
apitable.com,1645,303
Google,1343,416
link.juejin.cn,501,95
cn.bing.com,275,47
link.zhihu.com,167,49
Baidu,143,34
Bing,130,32
DuckDuckGo,71,5
link.csdn.net,54,14
