referrer,views_total,views_unique
github.com,2809,526
Google,1663,457
aitable.ai,596,135
news.ycombinator.com,544,36
link.juejin.cn,457,44
Baidu,408,107
Bing,214,67
kkgithub.com,126,4
cn.bing.com,109,37
yandex.ru,91,16
