time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-26 00:00:00+00:00,2,2,62,23
2024-04-27 00:00:00+00:00,15,15,620,132
2024-04-28 00:00:00+00:00,19,18,963,186
2024-04-29 00:00:00+00:00,26,23,838,200
2024-04-30 00:00:00+00:00,30,26,1272,217
2024-05-01 00:00:00+00:00,22,13,638,139
2024-05-02 00:00:00+00:00,15,14,580,176
2024-05-03 00:00:00+00:00,23,18,678,162
2024-05-04 00:00:00+00:00,20,17,522,128
2024-05-05 00:00:00+00:00,19,18,319,98
2024-05-06 00:00:00+00:00,166,40,1580,298
2024-05-07 00:00:00+00:00,104,21,1331,243
2024-05-08 00:00:00+00:00,17,15,1239,211
2024-05-09 00:00:00+00:00,31,20,801,168
2024-05-10 00:00:00+00:00,39,33,1121,204
