referrer,views_total,views_unique
github.com,1538,299
Google,1053,420
aitable.ai,350,101
link.juejin.cn,203,28
Baidu,171,44
Bing,133,28
cn.bing.com,114,35
nocobase.com,77,48
link.zhihu.com,34,12
sdtimes.com,30,1
