time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-03 00:00:00+00:00,2,2,26,19
2024-02-04 00:00:00+00:00,14,13,837,139
2024-02-05 00:00:00+00:00,72,20,1311,178
2024-02-06 00:00:00+00:00,23,16,777,157
2024-02-07 00:00:00+00:00,15,14,831,147
2024-02-08 00:00:00+00:00,14,14,294,120
2024-02-09 00:00:00+00:00,11,10,250,85
2024-02-10 00:00:00+00:00,11,11,397,50
2024-02-11 00:00:00+00:00,6,6,181,60
2024-02-12 00:00:00+00:00,10,10,200,76
2024-02-13 00:00:00+00:00,13,11,431,96
2024-02-14 00:00:00+00:00,7,7,304,93
2024-02-15 00:00:00+00:00,10,10,535,99
2024-02-16 00:00:00+00:00,12,9,363,102
2024-02-17 00:00:00+00:00,7,7,154,50
