referrer,views_total,views_unique
github.com,3445,632
Google,2606,562
link.juejin.cn,810,91
aitable.ai,801,120
Bing,403,38
link.zhihu.com,352,62
cn.bing.com,304,74
apitable.com,184,26
Baidu,88,17
link.csdn.net,83,15
