referrer,views_total,views_unique
github.com,4643,764
link.juejin.cn,3726,485
Google,2453,488
apitable.com,1624,322
link.zhihu.com,464,102
Baidu,420,136
cn.bing.com,256,57
Bing,253,28
oschina.net,84,48
link.csdn.net,63,18
