referrer,views_total,views_unique
github.com,4240,1035
Google,1677,431
apitable.com,1389,291
link.juejin.cn,766,72
cn.bing.com,344,47
link.zhihu.com,300,55
Baidu,186,28
Bing,99,30
githubfast.com,36,2
link.csdn.net,32,15
