referrer,views_total,views_unique
Google,1043,405
github.com,843,253
aitable.ai,241,81
Baidu,188,47
link.juejin.cn,178,39
cn.bing.com,112,31
nocobase.com,100,61
Bing,85,30
yandex.ru,52,7
youtube.com,41,17
