referrer,views_total,views_unique
github.com,1358,297
Google,746,258
aitable.ai,351,71
link.juejin.cn,270,39
cn.bing.com,95,30
Bing,72,23
Baidu,53,8
link.zhihu.com,47,17
help.aitable.ai,36,15
gitee.com,27,4
