url_path,views_total,views_unique
/apitable/apitable,4685,2090
/apitable/apitable/blob/develop/docs/readme/zh-CN/README.md,1442,639
/apitable/apitable/issues,1399,325
/apitable/apitable/blob/develop/docs/readme/zh-CN/docs/contribute/developer-guide.md,608,228
/apitable/apitable/search,397,94
/apitable/apitable/blob/develop/docs/contribute/developer-guide.md,391,200
/apitable/apitable/tree/develop/packages,266,121
/apitable/apitable/releases,242,133
/apitable/apitable/tree/develop/backend-server,187,95
/apitable/apitable/pulls,170,84
