referrer,views_total,views_unique
github.com,2957,447
Google,1956,380
link.juejin.cn,899,108
aitable.ai,447,126
Bing,371,31
link.zhihu.com,313,39
cn.bing.com,123,40
libhunt.com,101,4
help.aitable.ai,80,7
hub.nuaa.cf,72,2
