referrer,views_total,views_unique
github.com,5547,1377
Google,2071,465
apitable.com,1575,312
link.juejin.cn,881,76
link.zhihu.com,351,59
cn.bing.com,343,47
Baidu,184,28
Bing,136,32
ya.ru,42,1
githubfast.com,36,2
