referrer,views_total,views_unique
github.com,6324,1638
Google,2012,443
apitable.com,1525,302
link.juejin.cn,902,92
Baidu,345,29
link.zhihu.com,315,58
cn.bing.com,148,38
Bing,99,28
ya.ru,42,1
cla-assistant.io,34,2
