referrer,views_total,views_unique
github.com,2696,590
Google,1163,332
apitable.com,1015,272
Baidu,434,124
cn.bing.com,168,35
link.zhihu.com,98,47
link.csdn.net,90,21
medevel.com,73,12
Bing,64,17
runacap.com,40,10
