referrer,views_total,views_unique
github.com,4711,999
Google,1817,369
apitable.com,1557,475
Baidu,257,68
link.zhihu.com,210,68
cn.bing.com,155,31
gitee.com,154,16
t.co,131,53
libhunt.com,79,10
medevel.com,78,34
