referrer,views_total,views_unique
github.com,3328,517
apitable.com,1665,310
Google,1370,426
link.juejin.cn,524,99
cn.bing.com,227,43
link.zhihu.com,186,48
sdtimes.com,183,1
Bing,153,34
Baidu,83,23
DuckDuckGo,82,5
