referrer,views_total,views_unique
Google,1183,414
github.com,1127,288
aitable.ai,298,82
link.juejin.cn,218,34
cn.bing.com,185,40
nocobase.com,164,56
Baidu,158,46
Bing,97,27
yandex.ru,73,14
link.zhihu.com,42,13
